,Year,Rank,Song,Artist
1249,2018,50,Love.,Kendrick Lamar Featuring Zacari
1250,2018,51,This Is America,Childish Gambino
1251,2018,52,Nonstop,Drake
1252,2018,53,Heaven,Kane Brown
1253,2018,54,Bodak Yellow (Money Moves),Cardi B
1254,2018,55,Freaky Friday,Lil Dicky Featuring Chris Brown
1255,2018,56,Gummo,6ix9ine
1256,2018,57,Plug Walk,Rich The Kid
1257,2018,58,Wait,Maroon 5
1258,2018,59,Be Careful,Cardi B
1259,2018,60,Wolves,Selena Gomez X Marshmello
1260,2018,61,Bartier Cardi,Cardi B Featuring 21 Savage
1261,2018,62,God Is A Woman,Ariana Grande
1262,2018,63,Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj"
1263,2018,64,Sorry Not Sorry,Demi Lovato
1264,2018,65,How Long,Charlie Puth
1265,2018,66,Lights Down Low,MAX Featuring gnash
1266,2018,67,Young Dumb & Broke,Khalid
1267,2018,68,One Kiss,Calvin Harris & Dua Lipa
1268,2018,69,Natural,Imagine Dragons
1269,2018,70,You Make It Easy,Jason Aldean
1270,2018,71,Shape Of You,Ed Sheeran
1271,2018,72,I Get The Bag,Gucci Mane Featuring Migos
1272,2018,73,No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo"
1273,2018,74,Plain Jane,A$AP Ferg Featuring Nicki Minaj
1274,2018,75,Sky Walker,Miguel Featuring Travis Scott
1275,2018,76,Marry Me,Thomas Rhett
1276,2018,77,Eastside,"benny blanco, Halsey & Khalid"
1277,2018,78,Call Out My Name,The Weeknd
1278,2018,79,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake"
1279,2018,80,Happier,Marshmello & Bastille
1280,2018,81,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny"
1281,2018,82,Simple,Florida Georgia Line
1282,2018,83,Lemon,N*E*R*D & Rihanna
1283,2018,84,1-800-273-8255,Logic Featuring Alessia Cara & Khalid
1284,2018,85,Say Something,Justin Timberlake Featuring Chris Stapleton
1285,2018,86,I'm Upset,Drake
1286,2018,87,Get Along,Kenny Chesney
1287,2018,88,Moonlight,XXXTENTACION
1288,2018,89,What Lovers Do,Maroon 5 Featuring SZA
1289,2018,90,X,Nicky Jam x J Balvin
1290,2018,91,Outside Today,YoungBoy Never Broke Again
1291,2018,92,Trip,Ella Mai
1292,2018,93,Dura,Daddy Yankee
1293,2018,94,Changes,XXXTENTACION
1294,2018,95,Mercy,Brett Young
1295,2018,96,One Number Away,Luke Combs
1296,2018,97,Powerglide,Rae Sremmurd & Juicy J
1297,2018,98,IDGAF,Dua Lipa
1298,2018,99,Mi Gente,J Balvin & Willy William Featuring Beyonce
1299,2018,100,Believer,Imagine Dragons
1300,2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus
1301,2019,2,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee
1302,2019,3,Without Me,Halsey
1303,2019,4,Bad Guy,Billie Eilish
1304,2019,5,Wow.,Post Malone
1305,2019,6,Happier,Marshmello & Bastille
1306,2019,7,7 Rings,Ariana Grande
1307,2019,8,Talk,Khalid
1308,2019,9,Sicko Mode,Travis Scott
1309,2019,10,Sucker,Jonas Brothers
1310,2019,11,High Hopes,Panic! At The Disco
1311,2019,12,"Thank U, Next",Ariana Grande
1312,2019,13,Truth Hurts,Lizzo
1313,2019,14,Dancing With A Stranger,Sam Smith & Normani
1314,2019,15,Senorita,Shawn Mendes & Camila Cabello
1315,2019,16,I Don't Care,Ed Sheeran & Justin Bieber
1316,2019,17,Eastside,"benny blanco, Halsey & Khalid"
1317,2019,18,Going Bad,Meek Mill Featuring Drake
1318,2019,19,Shallow,Lady Gaga & Bradley Cooper
1319,2019,20,Better,Khalid
1320,2019,21,No Guidance,Chris Brown Featuring Drake
1321,2019,22,Girls Like You,Maroon 5 Featuring Cardi B
1322,2019,23,Sweet But Psycho,Ava Max
1323,2019,24,Suge,DaBaby
1324,2019,25,Middle Child,J. Cole
1325,2019,26,Drip Too Hard,Lil Baby & Gunna
1326,2019,27,Someone You Loved,Lewis Capaldi
1327,2019,28,Ran$om,Lil Tecca
1328,2019,29,If I Can't Have You,Shawn Mendes
1329,2019,30,Goodbyes,Post Malone Featuring Young Thug
1330,2019,31,ZEZE,Kodak Black Featuring Travis Scott & Offset
1331,2019,32,Better Now,Post Malone
1332,2019,33,Youngblood,5 Seconds Of Summer
1333,2019,34,Money In The Grave,Drake Featuring Rick Ross
1334,2019,35,Speechless,Dan + Shay
1335,2019,36,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande
1336,2019,37,Please Me,Cardi B & Bruno Mars
1337,2019,38,Money,Cardi B
1338,2019,39,You Need To Calm Down,Taylor Swift
1339,2019,40,Panini,Lil Nas X
1340,2019,41,Look Back At It,A Boogie Wit da Hoodie
1341,2019,42,A Lot,21 Savage
1342,2019,43,ME!,Taylor Swift Featuring Brendon Urie
1343,2019,44,MIA,Bad Bunny Featuring Drake
1344,2019,45,Pop Out,Polo G Featuring Lil Tjay
1345,2019,46,Beautiful Crazy,Luke Combs
1346,2019,47,Thotiana,Blueface
1347,2019,48,Lucid Dreams,Juice WRLD
1348,2019,49,Mo Bamba,Sheck Wes
1349,2019,50,Beautiful People,Ed Sheeran Featuring Khalid
1350,2019,51,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black
1351,2019,52,Whiskey Glasses,Morgan Wallen
1352,2019,53,God's Country,Blake Shelton
1353,2019,54,Be Alright,Dean Lewis
1354,2019,55,Pure Water,Mustard & Migos
1355,2019,56,The Git Up,Blanco Brown
1356,2019,57,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B"
1357,2019,58,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee
1358,2019,59,Envy Me,Calboy
1359,2019,60,You Say,Lauren Daigle
1360,2019,61,"Hey Look Ma, I Made It",Panic! At The Disco
1361,2019,62,Circles,Post Malone
1362,2019,63,Beer Never Broke My Heart,Luke Combs
1363,2019,64,The London,"Young Thug, J. Cole & Travis Scott"
1364,2019,65,Con Calma,Daddy Yankee & Katy Perry Featuring Snow
1365,2019,66,Murder On My Mind,YNW Melly
1366,2019,67,When The Party's Over,Billie Eilish
1367,2019,68,Act Up,City Girls
1368,2019,69,I Like It,"Cardi B, Bad Bunny & J Balvin"
1369,2019,70,Trampoline,SHAED
1370,2019,71,Leave Me Alone,Flipp Dinero
1371,2019,72,Breathin,Ariana Grande
1372,2019,73,Bury A Friend,Billie Eilish
1373,2019,74,Close Friends,Lil Baby
1374,2019,75,Baby Shark,Pinkfong
1375,2019,76,My Type,Saweetie
1376,2019,77,Worth It,YK Osiris
1377,2019,78,Only Human,Jonas Brothers
1378,2019,79,Knockin' Boots,Luke Bryan
1379,2019,80,Trip,Ella Mai
1380,2019,81,Rumor,Lee Brice
1381,2019,82,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine
1382,2019,83,How Do You Sleep?,Sam Smith
1383,2019,84,Baby,Lil Baby & DaBaby
1384,2019,85,Look What God Gave Her,Thomas Rhett
1385,2019,86,Good As You,Kane Brown
1386,2019,87,Clout,Offset Featuring Cardi B
1387,2019,88,Love Lies,Khalid & Normani
1388,2019,89,One Thing Right,Marshmello & Kane Brown
1389,2019,90,Cash Shit,Megan Thee Stallion Featuring DaBaby
1390,2019,91,Tequila,Dan + Shay
1391,2019,92,Shotta Flow,NLE Choppa
1392,2019,93,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign"
1393,2019,94,Talk You Out Of It,Florida Georgia Line
1394,2019,95,Beautiful,Bazzi Featuring Camila Cabello
1395,2019,96,Eyes On You,Chase Rice
1396,2019,97,All To Myself,Dan + Shay
1397,2019,98,Boyfriend,Ariana Grande & Social House
1398,2019,99,Walk Me Home,P!nk
1399,2019,100,Robbery,Juice WRLD
1400,2020,1,Blinding Lights,The Weeknd
1401,2020,2,Circles,Post Malone
1402,2020,3,The Box,Roddy Ricch
1403,2020,4,Don't Start Now,Dua Lipa
1404,2020,5,Rockstar,DaBaby Featuring Roddy Ricch
1405,2020,6,Adore You,Harry Styles
1406,2020,7,Life Is Good,Future Featuring Drake
1407,2020,8,Memories,Maroon 5
1408,2020,9,The Bones,Maren Morris
1409,2020,10,Someone You Loved,Lewis Capaldi
1410,2020,11,Say So,Doja Cat
1411,2020,12,I Hope,Gabby Barrett Featuring Charlie Puth
1412,2020,13,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne"
1413,2020,14,Dance Monkey,Tones And I
1414,2020,15,Savage,Megan Thee Stallion
1415,2020,16,Roxanne,Arizona Zervas
1416,2020,17,Intentions,Justin Bieber Featuring Quavo
1417,2020,18,Everything I Wanted,Billie Eilish
1418,2020,19,Roses,SAINt JHN
1419,2020,20,Watermelon Sugar,Harry Styles
1420,2020,21,Before You Go,Lewis Capaldi
1421,2020,22,Falling,Trevor Daniel
1422,2020,23,"10,000 Hours",Dan + Shay & Justin Bieber
1423,2020,24,WAP,Cardi B Featuring Megan Thee Stallion
1424,2020,25,Ballin',Mustard & Roddy Ricch
1425,2020,26,Hot Girl Bummer,blackbear
1426,2020,27,Blueberry Faygo,Lil Mosey
1427,2020,28,Heartless,The Weeknd
1428,2020,29,BOP,DaBaby
1429,2020,30,Lose You To Love Me,Selena Gomez
1430,2020,31,Good As Hell,Lizzo
1431,2020,32,Toosie Slide,Drake
1432,2020,33,Break My Heart,Dua Lipa
1433,2020,34,Chasin' You,Morgan Wallen
1434,2020,35,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo
1435,2020,36,No Guidance,Chris Brown Featuring Drake
1436,2020,37,My Oh My,Camila Cabello Featuring DaBaby
1437,2020,38,Dynamite,BTS
1438,2020,39,Go Crazy,Chris Brown & Young Thug
1439,2020,40,High Fashion,Roddy Ricch Featuring Mustard
1440,2020,41,Laugh Now Cry Later,Drake Featuring Lil Durk
1441,2020,42,Woah,Lil Baby
1442,2020,43,Death Bed,Powfu Featuring beabadoobee
1443,2020,44,Senorita,Shawn Mendes & Camila Cabello
1444,2020,45,HIGHEST IN THE ROOM,Travis Scott
1445,2020,46,Bad Guy,Billie Eilish
1446,2020,47,Mood,24kGoldn Featuring iann dior
1447,2020,48,Rain On Me,Lady Gaga & Ariana Grande
1448,2020,49,For The Night,Pop Smoke Featuring Lil Baby & DaBaby
1449,2020,50,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin
1450,2020,51,Heart On Ice,Rod Wave
1451,2020,52,Nobody But You,Blake Shelton Duet With Gwen Stefani
1452,2020,53,Trampoline,SHAED
1453,2020,54,Come & Go,Juice WRLD x Marshmello
1454,2020,55,Truth Hurts,Lizzo
1455,2020,56,If The World Was Ending,JP Saxe Featuring Julia Michaels
1456,2020,57,We Paid,Lil Baby & 42 Dugg
1457,2020,58,Yummy,Justin Bieber
1458,2020,59,One Man Band,Old Dominion
1459,2020,60,Got What I Got,Jason Aldean
1460,2020,61,Sunday Best,Surfaces
1461,2020,62,Godzilla,Eminem Featuring Juice WRLD
1462,2020,63,Bandit,Juice WRLD & YoungBoy Never Broke Again
1463,2020,64,Party Girl,StaySolidRocky
1464,2020,65,Die From A Broken Heart,Maddie & Tae
1465,2020,66,Popstar,DJ Khaled Featuring Drake
1466,2020,67,All I Want For Christmas Is You,Mariah Carey
1467,2020,68,One Of Them Girls,Lee Brice
1468,2020,69,Hard To Forget,Sam Hunt
1469,2020,70,One Margarita,Luke Bryan
1470,2020,71,Panini,Lil Nas X
1471,2020,72,Hot,Young Thug Featuring Gunna
1472,2020,73,I Hope You're Happy Now,Carly Pearce & Lee Brice
1473,2020,74,Emotionally Scarred,Lil Baby
1474,2020,75,Suicidal,YNW Melly & Juice WRLD
1475,2020,76,The Bigger Picture,Lil Baby
1476,2020,77,Only Human,Jonas Brothers
1477,2020,78,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch
1478,2020,79,Sum 2 Prove,Lil Baby
1479,2020,80,Stuck With U,Ariana Grande & Justin Bieber
1480,2020,81,Mood Swings,Pop Smoke Featuring Lil Tjay
1481,2020,82,You Should Be Sad,Halsey
1482,2020,83,Dior,Pop Smoke
1483,2020,84,Supalonely,BENEE Featuring Gus Dapperton
1484,2020,85,Even Though I'm Leaving,Luke Combs
1485,2020,86,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi"
1486,2020,87,Juicy,Doja Cat & Tyga
1487,2020,88,Be Like That,Kane Brown With Swae Lee & Khalid
1488,2020,89,Homesick,Kane Brown
1489,2020,90,Rags2Riches,Rod Wave Featuring ATR Son Son
1490,2020,91,Bluebird,Miranda Lambert
1491,2020,92,Wishing Well,Juice WRLD
1492,2020,93,Does To Me,Luke Combs Featuring Eric Church
1493,2020,94,P*$$y Fairy (OTW),Jhene Aiko
1494,2020,95,ily,Surf Mesa Featuring Emilee
1495,2020,96,More Than My Hometown,Morgan Wallen
1496,2020,97,Lovin' On You,Luke Combs
1497,2020,98,Said Sum,Moneybagg Yo
1498,2020,99,Slide,H.E.R. Featuring YG
1499,2020,100,Walk Em Down,NLE Choppa Featuring Roddy Ricch
1500,2021,1,Levitating,Dua Lipa
1501,2021,2,Save Your Tears,The Weeknd & Ariana Grande
1502,2021,3,Blinding Lights,The Weeknd
1503,2021,4,Mood,24kGoldn Featuring iann dior
1504,2021,5,Good 4 U,Olivia Rodrigo
1505,2021,6,Kiss Me More,Doja Cat Featuring SZA
1506,2021,7,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak)
1507,2021,8,Drivers License,Olivia Rodrigo
1508,2021,9,Montero (Call Me By Your Name),Lil Nas X
1509,2021,10,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon
1510,2021,11,Butter,BTS
1511,2021,12,Stay,The Kid LAROI & Justin Bieber
1512,2021,13,Deja Vu,Olivia Rodrigo
1513,2021,14,Positions,Ariana Grande
1514,2021,15,Bad Habits,Ed Sheeran
1515,2021,16,Heat Waves,Glass Animals
1516,2021,17,Without You,The Kid LAROI
1517,2021,18,Forever After All,Luke Combs
1518,2021,19,Go Crazy,Chris Brown & Young Thug
1519,2021,20,Astronaut In The Ocean,Masked Wolf
1520,2021,21,34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion
1521,2021,22,What You Know Bout Love,Pop Smoke
1522,2021,23,My Ex's Best Friend,Machine Gun Kelly X blackbear
1523,2021,24,Industry Baby,Lil Nas X & Jack Harlow
1524,2021,25,Therefore I Am,Billie Eilish
1525,2021,26,Up,Cardi B
1526,2021,27,Fancy Like,Walker Hayes
1527,2021,28,Dakiti,Bad Bunny & Jhay Cortez
1528,2021,29,Best Friend,Saweetie Featuring Doja Cat
1529,2021,30,Rapstar,Polo G
1530,2021,31,Heartbreak Anniversary,Giveon
1531,2021,32,For The Night,Pop Smoke Featuring Lil Baby & DaBaby
1532,2021,33,Calling My Phone,Lil Tjay Featuring 6LACK
1533,2021,34,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion
1534,2021,35,Holy,Justin Bieber Featuring Chance The Rapper
1535,2021,36,On Me,Lil Baby
1536,2021,37,You Broke Me First.,Tate McRae
1537,2021,38,Traitor,Olivia Rodrigo
1538,2021,39,Back In Blood,Pooh Shiesty Featuring Lil Durk
1539,2021,40,I Hope,Gabby Barrett Featuring Charlie Puth
1540,2021,41,Dynamite,BTS
1541,2021,42,Wockesha,Moneybagg Yo
1542,2021,43,You Right,Doja Cat & The Weeknd
1543,2021,44,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby
1544,2021,45,Laugh Now Cry Later,Drake Featuring Lil Durk
1545,2021,46,Need To Know,Doja Cat
1546,2021,47,Wants And Needs,Drake Featuring Lil Baby
1547,2021,48,Way 2 Sexy,Drake Featuring Future & Young Thug
1548,2021,49,Telepatia,Kali Uchis
1549,2021,50,Whoopty,CJ
1550,2021,51,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV
1551,2021,52,Good Days,SZA
1552,2021,53,Starting Over,Chris Stapleton
1553,2021,54,Body,Megan Thee Stallion
1554,2021,55,Willow,Taylor Swift
1555,2021,56,Bang!,AJR
1556,2021,57,Better Together,Luke Combs
1557,2021,58,You're Mines Still,Yung Bleu Featuring Drake
1558,2021,59,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk
1559,2021,60,Essence,Wizkid Featuring Justin Bieber & Tems
1560,2021,61,Chasing After You,Ryan Hurd With Maren Morris
1561,2021,62,The Good Ones,Gabby Barrett
1562,2021,63,Leave Before You Love Me,Marshmello X Jonas Brothers
1563,2021,64,Glad You Exist,Dan + Shay
1564,2021,65,Lonely,Justin Bieber & benny blanco
1565,2021,66,Beggin',Maneskin
1566,2021,67,Streets,Doja Cat
1567,2021,68,What's Next,Drake
1568,2021,69,Famous Friends,Chris Young + Kane Brown
1569,2021,70,Lil Bit,Nelly & Florida Georgia Line
1570,2021,71,Thot Shit,Megan Thee Stallion
1571,2021,72,Late At Night,Roddy Ricch
1572,2021,73,Kings & Queens,Ava Max
1573,2021,74,Anyone,Justin Bieber
1574,2021,75,Track Star,Mooski
1575,2021,76,Time Today,Moneybagg Yo
1576,2021,77,Cry Baby,Megan Thee Stallion Featuring DaBaby
1577,2021,78,All I Want For Christmas Is You,Mariah Carey
1578,2021,79,No More Parties,Coi Leray Featuring Lil Durk
1579,2021,80,What's Your Country Song,Thomas Rhett
1580,2021,81,One Too Many,Keith Urban Duet With P!nk
1581,2021,82,Arcade,Duncan Laurence
1582,2021,83,Yonaguni,Bad Bunny
1583,2021,84,Good Time,Niko Moon
1584,2021,85,If I Didn't Love You,Jason Aldean & Carrie Underwood
1585,2021,86,Knife Talk,Drake Featuring 21 Savage & Project Pat
1586,2021,87,pov,Ariana Grande
1587,2021,88,Just The Way,Parmalee x Blanco Brown
1588,2021,89,Take My Breath,The Weeknd
1589,2021,90,We're Good,Dua Lipa
1590,2021,91,Hell Of A View,Eric Church
1591,2021,92,Rockin' Around The Christmas Tree,Brenda Lee
1592,2021,93,Put Your Records On,Ritt Momney
1593,2021,94,Happier Than Ever,Billie Eilish
1594,2021,95,Single Saturday Night,Cole Swindell
1595,2021,96,Things A Man Oughta Know,Lainey Wilson
1596,2021,97,Throat Baby (Go Baby),BRS Kash
1597,2021,98,Tombstone,Rod Wave
1598,2021,99,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line
1599,2021,100,Todo de Ti,Rauw Alejandro
